Year,Week_Number,Weekly_Weighted_Avg_TT_TU,Weekly_Weighted_Avg_RF_TU
2022,14,4.401808225843153,74.62919785379388
2022,15,8.359646944317442,66.83005335098835
2022,16,7.534236960131739,61.36666295555173
2022,17,8.419140857205562,72.43897935828188
2022,18,8.84829680606604,65.96085731208397
2022,19,12.859674242183798,59.53935631946334
2022,20,13.153555149147234,61.818227784276345
2022,21,10.6905674368962,64.58950288873186
2022,22,10.896008256766093,67.38899144107472
2022,23,10.490383033294618,65.54852642276423
2022,24,14.61004168726587,54.01173358647683
2022,25,11.872969909197929,58.66711928239082
2022,26,10.715915360046457,62.14980158730158
2022,27,12.132666929138036,59.741235814972185
2022,28,16.05970451325227,60.42988093365083
2022,29,17.457487364890675,52.726708993169574
2022,30,17.161247451701076,59.282854228394875
2022,31,18.17513686839298,58.84182426534769
2022,32,17.16158759270365,48.924745095885314
2022,33,17.84095477833263,64.36302457846682
2022,34,14.100269130055281,63.47229900106682
2022,35,13.151827673643202,62.87214208197328
2022,36,14.49183985235929,68.62719878632143
2022,37,9.545996112730807,73.76922983479105
2022,38,6.8446692928624975,76.16497671516679
2022,39,9.246573971454582,85.09955530657857
2022,40,9.846467382525757,78.73162975206046
2022,41,8.82635058834226,81.36489021136128
2022,42,12.174912609016063,85.0305911220162
2022,43,12.275721156406105,81.71675358550426
2022,44,10.032237262657349,83.3131374464667
2022,45,6.6150777524861235,81.01733037019497
2022,46,4.031673376100538,85.02811030364366
2022,47,-0.031558532089595026,85.89382532870171
2022,48,-1.6289441701827916,85.6070729910972
2022,49,-1.5765277817042151,89.16572670209099
2022,50,-5.441158563579624,86.23667722976491
2022,51,1.5788831189891153,86.59908180751975
2022,52,3.2398310228212392,79.35700332137341
