STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
       1792;2020082008;    3;  21.7;  82.0;eor
       1792;2020082009;    3;  21.4;  86.0;eor
       1792;2020082010;    3;  24.4;  75.0;eor
       1792;2020082011;    3;  25.8;  68.0;eor
       1792;2020082012;    3;  26.5;  66.0;eor
       1792;2020082013;    3;  27.3;  62.0;eor
       1792;2020082014;    3;  26.2;  64.0;eor
       1792;2020082015;    3;  26.8;  62.0;eor
       1792;2020082016;    3;  25.8;  69.0;eor
       1792;2020082017;    3;  26.1;  66.0;eor
       1792;2020082018;    3;  26.0;  69.0;eor
       1792;2020082019;    3;  24.2;  77.0;eor
       1792;2020082020;    3;  23.3;  81.0;eor
       1792;2020082021;    3;  23.2;  80.0;eor
       1792;2020082022;    3;  23.4;  79.0;eor
       1792;2020082023;    3;  23.6;  79.0;eor
       1792;2020082100;    3;  23.9;  77.0;eor
       1792;2020082101;    3;  23.4;  79.0;eor
       1792;2020082102;    3;  23.6;  77.0;eor
       1792;2020082103;    3;  23.3;  79.0;eor
       1792;2020082104;    3;  21.9;  87.0;eor
       1792;2020082105;    3;  21.7;  87.0;eor
       1792;2020082106;    3;  22.4;  82.0;eor
       1792;2020082107;    3;  23.5;  76.0;eor
       1792;2020082108;    3;  23.3;  70.0;eor
       1792;2020082109;    3;  21.0;  85.0;eor
       1792;2020082110;    3;  21.6;  83.0;eor
       1792;2020082111;    3;  23.9;  73.0;eor
       1792;2020082112;    3;  26.0;  65.0;eor
       1792;2020082113;    3;  27.6;  59.0;eor
       1792;2020082114;    3;  29.0;  49.0;eor
       1792;2020082115;    3;  30.0;  45.0;eor
       1792;2020082116;    3;  28.7;  50.0;eor
       1792;2020082117;    3;  28.4;  44.0;eor
       1792;2020082118;    3;  27.1;  46.0;eor
       1792;2020082119;    3;  24.2;  66.0;eor
       1792;2020082120;    3;  22.2;  71.0;eor
       1792;2020082121;    3;  20.4;  79.0;eor
       1792;2020082122;    3;  18.8;  87.0;eor
       1792;2020082123;    3;  18.3;  91.0;eor
       1792;2020082200;    3;  17.7;  91.0;eor
       1792;2020082201;    3;  16.7;  97.0;eor
       1792;2020082202;    3;  16.4;  98.0;eor
       1792;2020082203;    3;  15.6;  98.0;eor
       1792;2020082204;    3;  15.4;  97.0;eor
       1792;2020082205;    3;  16.3;  95.0;eor
       1792;2020082206;    3;  17.5;  90.0;eor
       1792;2020082207;    3;  19.0;  82.0;eor
       1792;2020082208;    3;  19.7;  75.0;eor
       1792;2020082209;    3;  21.2;  65.0;eor
       1792;2020082210;    3;  23.1;  57.0;eor
       1792;2020082211;    3;  23.5;  54.0;eor
       1792;2020082212;    3;  24.2;  54.0;eor
       1792;2020082213;    3;  24.5;  51.0;eor
       1792;2020082214;    3;  25.2;  50.0;eor
       1792;2020082215;    3;  17.5;  90.0;eor
       1792;2020082216;    3;  18.6;  86.0;eor
       1792;2020082217;    3;  19.1;  82.0;eor
       1792;2020082218;    3;  18.4;  83.0;eor
       1792;2020082219;    3;  17.7;  86.0;eor
       1792;2020082220;    3;  17.0;  88.0;eor
       1792;2020082221;    3;  16.7;  85.0;eor
       1792;2020082222;    3;  16.4;  83.0;eor
       1792;2020082223;    3;  16.8;  78.0;eor
       1792;2020082300;    3;  16.3;  80.0;eor
       1792;2020082301;    3;  15.7;  82.0;eor
       1792;2020082302;    3;  15.4;  81.0;eor
       1792;2020082303;    3;  15.3;  81.0;eor
       1792;2020082304;    3;  15.5;  82.0;eor
       1792;2020082305;    3;  15.4;  85.0;eor
       1792;2020082306;    3;  15.9;  84.0;eor
       1792;2020082307;    3;  16.5;  83.0;eor
       1792;2020082308;    3;  17.5;  78.0;eor
       1792;2020082309;    3;  17.8;  75.0;eor
       1792;2020082310;    3;  17.2;  90.0;eor
       1792;2020082311;    3;  18.9;  75.0;eor
       1792;2020082312;    3;  19.2;  75.0;eor
       1792;2020082313;    3;  16.8;  91.0;eor
       1792;2020082314;    3;  18.5;  90.0;eor
       1792;2020082315;    3;  18.4;  84.0;eor
       1792;2020082316;    3;  19.2;  73.0;eor
       1792;2020082317;    3;  18.7;  75.0;eor
       1792;2020082318;    3;  18.2;  70.0;eor
       1792;2020082319;    3;  16.6;  76.0;eor
       1792;2020082320;    3;  15.2;  86.0;eor
       1792;2020082321;    3;  13.3;  95.0;eor
       1792;2020082322;    3;  12.8;  96.0;eor
       1792;2020082323;    3;  12.7;  96.0;eor
       1792;2020082400;    3;  12.5;  97.0;eor
       1792;2020082401;    3;  12.6;  98.0;eor
       1792;2020082402;    3;  13.5;  94.0;eor
       1792;2020082403;    3;  14.0;  95.0;eor
       1792;2020082404;    3;  14.7;  92.0;eor
       1792;2020082405;    3;  15.0;  91.0;eor
       1792;2020082406;    3;  14.8;  94.0;eor
       1792;2020082407;    3;  15.1;  95.0;eor
       1792;2020082408;    3;  15.9;  92.0;eor
       1792;2020082409;    3;  16.6;  89.0;eor
       1792;2020082410;    3;  17.3;  86.0;eor
       1792;2020082411;    3;  16.3;  90.0;eor
       1792;2020082412;    3;  16.6;  92.0;eor
       1792;2020082413;    3;  18.4;  81.0;eor
       1792;2020082414;    3;  17.5;  84.0;eor
       1792;2020082415;    3;  17.0;  82.0;eor
       1792;2020082416;    3;  16.7;  83.0;eor
       1792;2020082417;    3;  17.2;  89.0;eor
       1792;2020082418;    3;  16.7;  82.0;eor
       1792;2020082419;    3;  15.7;  86.0;eor
       1792;2020082420;    3;  14.9;  87.0;eor
       1792;2020082421;    3;  14.0;  90.0;eor
       1792;2020082422;    3;  13.5;  92.0;eor
       1792;2020082423;    3;  13.0;  94.0;eor
       1792;2020082500;    3;  11.7;  97.0;eor
       1792;2020082501;    3;  11.1; 100.0;eor
       1792;2020082502;    3;   9.9; 100.0;eor
       1792;2020082503;    3;   9.7; 100.0;eor
       1792;2020082504;    3;   9.7; 100.0;eor
       1792;2020082505;    3;  10.3; 100.0;eor
       1792;2020082506;    3;  11.8;  96.0;eor
       1792;2020082507;    3;  14.2;  89.0;eor
       1792;2020082508;    3;  15.6;  85.0;eor
       1792;2020082509;    3;  17.0;  79.0;eor
       1792;2020082510;    3;  18.1;  73.0;eor
       1792;2020082511;    3;  18.4;  76.0;eor
       1792;2020082512;    3;  17.9;  80.0;eor
       1792;2020082513;    3;  18.7;  81.0;eor
       1792;2020082514;    3;  17.6;  89.0;eor
       1792;2020082515;    3;  16.6;  92.0;eor
       1792;2020082516;    3;  16.6;  92.0;eor
       1792;2020082517;    3;  16.8;  90.0;eor
       1792;2020082518;    3;  17.3;  84.0;eor
       1792;2020082519;    3;  16.7;  89.0;eor
       1792;2020082520;    3;  17.1;  85.0;eor
       1792;2020082521;    3;  17.0;  84.0;eor
       1792;2020082522;    3;  16.8;  84.0;eor
       1792;2020082523;    3;  17.1;  78.0;eor
       1792;2020082600;    3;  17.3;  75.0;eor
       1792;2020082601;    3;  17.9;  71.0;eor
       1792;2020082602;    3;  17.8;  70.0;eor
       1792;2020082603;    3;  16.9;  76.0;eor
       1792;2020082604;    3;  14.7;  95.0;eor
       1792;2020082605;    3;  14.7;  97.0;eor
       1792;2020082606;    3;  14.9;  98.0;eor
       1792;2020082607;    3;  15.1;  98.0;eor
       1792;2020082608;    3;  15.3;  97.0;eor
       1792;2020082609;    3;  15.2;  98.0;eor
       1792;2020082610;    3;  15.7;  97.0;eor
       1792;2020082611;    3;  15.9;  97.0;eor
       1792;2020082612;    3;  16.1;  97.0;eor
       1792;2020082613;    3;  16.6;  95.0;eor
       1792;2020082614;    3;  17.3;  89.0;eor
       1792;2020082615;    3;  16.5;  97.0;eor
       1792;2020082616;    3;  16.6;  97.0;eor
       1792;2020082617;    3;  16.9;  95.0;eor
       1792;2020082618;    3;  15.9;  98.0;eor
       1792;2020082619;    3;  15.7;  95.0;eor
       1792;2020082620;    3;  15.5;  94.0;eor
       1792;2020082621;    3;  15.4;  92.0;eor
       1792;2020082622;    3;  14.9;  95.0;eor
       1792;2020082623;    3;  14.7;  95.0;eor
       1792;2020082700;    3;  14.0;  97.0;eor
       1792;2020082701;    3;  13.5;  98.0;eor
       1792;2020082702;    3;  13.0;  96.0;eor
       1792;2020082703;    3;  12.0;  98.0;eor
       1792;2020082704;    3;  11.7;  97.0;eor
       1792;2020082705;    3;  11.4;  98.0;eor
       1792;2020082706;    3;  12.1;  95.0;eor
       1792;2020082707;    3;  14.3;  90.0;eor
       1792;2020082708;    3;  15.9;  81.0;eor
       1792;2020082709;    3;  16.5;  71.0;eor
       1792;2020082710;    3;  17.3;  66.0;eor
       1792;2020082711;    3;  17.8;  65.0;eor
       1792;2020082712;    3;  17.7;  66.0;eor
       1792;2020082713;    3;  18.4;  63.0;eor
       1792;2020082714;    3;  18.5;  66.0;eor
       1792;2020082715;    3;  18.8;  62.0;eor
       1792;2020082716;    3;  19.0;  66.0;eor
       1792;2020082717;    3;  18.2;  71.0;eor
       1792;2020082718;    3;  16.6;  83.0;eor
       1792;2020082719;    3;  15.9;  85.0;eor
       1792;2020082720;    3;  15.6;  83.0;eor
       1792;2020082721;    3;  15.0;  86.0;eor
       1792;2020082722;    3;  15.3;  83.0;eor
       1792;2020082723;    3;  15.2;  83.0;eor
       1792;2020082800;    3;  14.7;  86.0;eor
       1792;2020082801;    3;  14.7;  86.0;eor
       1792;2020082802;    3;  14.5;  90.0;eor
       1792;2020082803;    3;  13.6;  93.0;eor
       1792;2020082804;    3;  14.0;  93.0;eor
       1792;2020082805;    3;  14.6;  93.0;eor
       1792;2020082806;    3;  15.1;  90.0;eor
       1792;2020082807;    3;  16.4;  85.0;eor
       1792;2020082808;    3;  17.6;  77.0;eor
       1792;2020082809;    3;  18.1;  72.0;eor
       1792;2020082810;    3;  19.2;  66.0;eor
       1792;2020082811;    3;  19.5;  64.0;eor
       1792;2020082812;    3;  20.5;  64.0;eor
       1792;2020082813;    3;  20.7;  66.0;eor
       1792;2020082814;    3;  20.1;  60.0;eor
       1792;2020082815;    3;  20.1;  59.0;eor
       1792;2020082816;    3;  20.0;  61.0;eor
       1792;2020082817;    3;  19.3;  65.0;eor
       1792;2020082818;    3;  17.2;  72.0;eor
       1792;2020082819;    3;  14.7;  82.0;eor
       1792;2020082820;    3;  13.8;  93.0;eor
       1792;2020082821;    3;  13.5;  93.0;eor
       1792;2020082822;    3;  13.2;  96.0;eor
       1792;2020082823;    3;  12.2;  98.0;eor
       1792;2020082900;    3;  11.9;  99.0;eor
       1792;2020082901;    3;  11.8;  99.0;eor
       1792;2020082902;    3;  11.7;  98.0;eor
       1792;2020082903;    3;  11.4;  98.0;eor
       1792;2020082904;    3;  11.3;  99.0;eor
       1792;2020082905;    3;  11.3;  98.0;eor
       1792;2020082906;    3;  12.3;  95.0;eor
       1792;2020082907;    3;  13.7;  91.0;eor
       1792;2020082908;    3;  15.0;  87.0;eor
       1792;2020082909;    3;  17.1;  76.0;eor
       1792;2020082910;    3;  17.1;  72.0;eor
       1792;2020082911;    3;  19.1;  63.0;eor
       1792;2020082912;    3;  19.6;  62.0;eor
       1792;2020082913;    3;  20.3;  60.0;eor
       1792;2020082914;    3;  19.2;  62.0;eor
       1792;2020082915;    3;  19.2;  62.0;eor
       1792;2020082916;    3;  18.6;  65.0;eor
       1792;2020082917;    3;  17.4;  72.0;eor
       1792;2020082918;    3;  17.1;  73.0;eor
       1792;2020082919;    3;  16.2;  76.0;eor
       1792;2020082920;    3;  15.0;  83.0;eor
       1792;2020082921;    3;  13.1;  90.0;eor
       1792;2020082922;    3;  12.1;  94.0;eor
       1792;2020082923;    3;  11.8;  96.0;eor
       1792;2020083000;    3;  11.4;  97.0;eor
       1792;2020083001;    3;  11.5;  97.0;eor
       1792;2020083002;    3;  11.0;  97.0;eor
       1792;2020083003;    3;  11.0;  99.0;eor
       1792;2020083004;    3;  11.1;  99.0;eor
       1792;2020083005;    3;  10.4;  99.0;eor
       1792;2020083006;    3;  11.8;  98.0;eor
       1792;2020083007;    3;  13.8;  94.0;eor
       1792;2020083008;    3;  15.9;  85.0;eor
       1792;2020083009;    3;  17.0;  82.0;eor
       1792;2020083010;    3;  17.2;  82.0;eor
       1792;2020083011;    3;  18.5;  74.0;eor
       1792;2020083012;    3;  19.5;  65.0;eor
       1792;2020083013;    3;  20.7;  65.0;eor
       1792;2020083014;    3;  19.9;  70.0;eor
       1792;2020083015;    3;  19.4;  73.0;eor
       1792;2020083016;    3;  19.3;  73.0;eor
       1792;2020083017;    3;  19.0;  74.0;eor
       1792;2020083018;    3;  17.8;  75.0;eor
       1792;2020083019;    3;  17.0;  81.0;eor
       1792;2020083020;    3;  16.4;  85.0;eor
       1792;2020083021;    3;  16.0;  86.0;eor
       1792;2020083022;    3;  15.4;  87.0;eor
       1792;2020083023;    3;  14.2;  90.0;eor
       1792;2020083100;    3;  13.0;  96.0;eor
       1792;2020083101;    3;  12.8;  95.0;eor
       1792;2020083102;    3;  13.6;  91.0;eor
       1792;2020083103;    3;  14.1;  87.0;eor
       1792;2020083104;    3;  14.2;  84.0;eor
       1792;2020083105;    3;  13.9;  82.0;eor
       1792;2020083106;    3;  13.7;  84.0;eor
       1792;2020083107;    3;  14.8;  80.0;eor
       1792;2020083108;    3;  16.6;  66.0;eor
       1792;2020083109;    3;  18.3;  58.0;eor
       1792;2020083110;    3;  18.3;  61.0;eor
       1792;2020083111;    3;  18.8;  59.0;eor
       1792;2020083112;    3;  18.1;  60.0;eor
       1792;2020083113;    3;  18.6;  55.0;eor
       1792;2020083114;    3;  20.1;  48.0;eor
       1792;2020083115;    3;  18.6;  54.0;eor
       1792;2020083116;    3;  18.9;  50.0;eor
       1792;2020083117;    3;  17.3;  63.0;eor
       1792;2020083118;    3;  16.3;  69.0;eor
       1792;2020083119;    3;  15.4;  73.0;eor
       1792;2020083120;    3;  14.7;  75.0;eor
       1792;2020083121;    3;  14.2;  77.0;eor
       1792;2020083122;    3;  13.1;  83.0;eor
       1792;2020083123;    3;  11.0;  92.0;eor
       1792;2020090100;    3;  10.3;  97.0;eor
       1792;2020090101;    3;  10.3;  97.0;eor
       1792;2020090102;    3;  10.6;  96.0;eor
       1792;2020090103;    3;   9.6;  98.0;eor
       1792;2020090104;    3;   8.7;  97.0;eor
       1792;2020090105;    3;   8.6;  99.0;eor
       1792;2020090106;    3;  11.9;  90.0;eor
       1792;2020090107;    3;  15.3;  79.0;eor
       1792;2020090108;    3;  17.1;  71.0;eor
       1792;2020090109;    3;  18.3;  61.0;eor
       1792;2020090110;    3;  18.6;  62.0;eor
       1792;2020090111;    3;  20.0;  56.0;eor
       1792;2020090112;    3;  20.0;  48.0;eor
       1792;2020090113;    3;  19.3;  45.0;eor
       1792;2020090114;    3;  20.5;  43.0;eor
       1792;2020090115;    3;  20.1;  42.0;eor
       1792;2020090116;    3;  19.7;  50.0;eor
       1792;2020090117;    3;  19.1;  47.0;eor
       1792;2020090118;    3;  16.8;  67.0;eor
       1792;2020090119;    3;  14.2;  72.0;eor
       1792;2020090120;    3;  13.5;  78.0;eor
       1792;2020090121;    3;  13.1;  79.0;eor
       1792;2020090122;    3;  12.7;  77.0;eor
       1792;2020090123;    3;  12.1;  78.0;eor
       1792;2020090200;    3;  10.2;  87.0;eor
       1792;2020090201;    3;   8.9;  91.0;eor
       1792;2020090202;    3;   7.7;  95.0;eor
       1792;2020090203;    3;   7.4;  95.0;eor
       1792;2020090204;    3;   6.9;  97.0;eor
       1792;2020090205;    3;   6.3;  97.0;eor
       1792;2020090206;    3;   9.0;  92.0;eor
       1792;2020090207;    3;  12.5;  78.0;eor
       1792;2020090208;    3;  15.2;  67.0;eor
       1792;2020090209;    3;  16.9;  63.0;eor
       1792;2020090210;    3;  17.9;  56.0;eor
       1792;2020090211;    3;  18.9;  53.0;eor
       1792;2020090212;    3;  19.3;  49.0;eor
       1792;2020090213;    3;  20.2;  41.0;eor
       1792;2020090214;    3;  20.6;  44.0;eor
       1792;2020090215;    3;  21.5;  42.0;eor
       1792;2020090216;    3;  20.9;  44.0;eor
       1792;2020090217;    3;  20.7;  45.0;eor
       1792;2020090218;    3;  17.1;  65.0;eor
       1792;2020090219;    3;  14.5;  74.0;eor
       1792;2020090220;    3;  12.5;  87.0;eor
       1792;2020090221;    3;  10.9;  93.0;eor
       1792;2020090222;    3;  10.1;  95.0;eor
       1792;2020090223;    3;   9.1;  99.0;eor
       1792;2020090300;    3;   8.7;  98.0;eor
       1792;2020090301;    3;   8.3;  99.0;eor
       1792;2020090302;    3;   8.4;  99.0;eor
       1792;2020090303;    3;   9.0;  98.0;eor
       1792;2020090304;    3;   9.5;  97.0;eor
       1792;2020090305;    3;   9.5;  97.0;eor
       1792;2020090306;    3;  10.5;  92.0;eor
       1792;2020090307;    3;  11.7;  88.0;eor
       1792;2020090308;    3;  12.7;  91.0;eor
       1792;2020090309;    3;  13.6;  93.0;eor
       1792;2020090310;    3;  14.0;  90.0;eor
       1792;2020090311;    3;  14.2;  90.0;eor
       1792;2020090312;    3;  13.9;  96.0;eor
       1792;2020090313;    3;  13.7; 100.0;eor
       1792;2020090314;    3;  14.1;  97.0;eor
       1792;2020090315;    3;  14.2;  98.0;eor
       1792;2020090316;    3;  14.5;  98.0;eor
       1792;2020090317;    3;  14.9;  97.0;eor
       1792;2020090318;    3;  15.2;  98.0;eor
       1792;2020090319;    3;  15.6;  99.0;eor
       1792;2020090320;    3;  15.8;  99.0;eor
       1792;2020090321;    3;  16.5;  99.0;eor
       1792;2020090322;    3;  16.8; 100.0;eor
       1792;2020090323;    3;  15.4;  99.0;eor
       1792;2020090400;    3;  15.0;  99.0;eor
       1792;2020090401;    3;  14.9;  99.0;eor
       1792;2020090402;    3;  14.8; 100.0;eor
       1792;2020090403;    3;  14.6;  99.0;eor
       1792;2020090404;    3;  14.6; 100.0;eor
       1792;2020090405;    3;  14.8; 100.0;eor
       1792;2020090406;    3;  15.3; 100.0;eor
       1792;2020090407;    3;  16.4;  98.0;eor
       1792;2020090408;    3;  17.6;  93.0;eor
       1792;2020090409;    3;  18.2;  89.0;eor
       1792;2020090410;    3;  19.0;  88.0;eor
       1792;2020090411;    3;  20.4;  75.0;eor
       1792;2020090412;    3;  20.3;  70.0;eor
       1792;2020090413;    3;  19.8;  68.0;eor
       1792;2020090414;    3;  19.8;  66.0;eor
       1792;2020090415;    3;  20.0;  66.0;eor
       1792;2020090416;    3;  19.7;  65.0;eor
       1792;2020090417;    3;  18.5;  73.0;eor
       1792;2020090418;    3;  17.3;  80.0;eor
       1792;2020090419;    3;  16.9;  81.0;eor
       1792;2020090420;    3;  15.9;  88.0;eor
       1792;2020090421;    3;  15.6;  85.0;eor
       1792;2020090422;    3;  15.1;  87.0;eor
       1792;2020090423;    3;  14.6;  89.0;eor
       1792;2020090500;    3;  13.8;  94.0;eor
       1792;2020090501;    3;  13.8;  92.0;eor
       1792;2020090502;    3;  13.8;  92.0;eor
       1792;2020090503;    3;  14.0;  88.0;eor
       1792;2020090504;    3;  13.9;  89.0;eor
       1792;2020090505;    3;  13.5;  93.0;eor
       1792;2020090506;    3;  13.3;  96.0;eor
       1792;2020090507;    3;  13.3;  95.0;eor
       1792;2020090508;    3;  14.0;  92.0;eor
       1792;2020090509;    3;  15.6;  80.0;eor
       1792;2020090510;    3;  17.6;  70.0;eor
       1792;2020090511;    3;  18.8;  62.0;eor
       1792;2020090512;    3;  15.9;  72.0;eor
       1792;2020090513;    3;  16.7;  74.0;eor
       1792;2020090514;    3;  17.9;  60.0;eor
       1792;2020090515;    3;  18.2;  56.0;eor
       1792;2020090516;    3;  17.4;  58.0;eor
       1792;2020090517;    3;  16.0;  68.0;eor
       1792;2020090518;    3;  15.2;  70.0;eor
       1792;2020090519;    3;  14.3;  74.0;eor
       1792;2020090520;    3;  12.9;  82.0;eor
       1792;2020090521;    3;  11.5;  89.0;eor
       1792;2020090522;    3;  11.1;  91.0;eor
       1792;2020090523;    3;  10.7;  93.0;eor
       1792;2020090600;    3;  10.9;  92.0;eor
       1792;2020090601;    3;  10.7;  93.0;eor
       1792;2020090602;    3;  11.2;  91.0;eor
       1792;2020090603;    3;  11.0;  91.0;eor
       1792;2020090604;    3;  10.8;  93.0;eor
       1792;2020090605;    3;  10.5;  94.0;eor
       1792;2020090606;    3;  10.8;  93.0;eor
       1792;2020090607;    3;  12.5;  82.0;eor
       1792;2020090608;    3;  14.4;  74.0;eor
       1792;2020090609;    3;  15.5;  69.0;eor
       1792;2020090610;    3;  17.3;  66.0;eor
       1792;2020090611;    3;  16.2;  67.0;eor
       1792;2020090612;    3;  16.4;  74.0;eor
