STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
      15207;2013110516;    3;   5.1;  82.0;eor
      15207;2013110517;    3;   4.5;  85.0;eor
      15207;2013110518;    3;   3.9;  89.0;eor
      15207;2013110519;    3;   3.2;  90.0;eor
      15207;2013110520;    3;   2.8;  92.0;eor
      15207;2013110521;    3;   3.0;  92.0;eor
      15207;2013110522;    3;   3.1;  94.0;eor
      15207;2013110523;    3;   3.3;  96.0;eor
      15207;2013110600;    3;   4.0;  95.0;eor
      15207;2013110601;    3;   5.3;  89.0;eor
      15207;2013110602;    3;   6.6;  79.0;eor
      15207;2013110603;    3;   6.3;  82.0;eor
      15207;2013110604;    3;   5.9;  85.0;eor
      15207;2013110605;    3;   4.9;  89.0;eor
      15207;2013110606;    3;   5.1;  88.0;eor
      15207;2013110607;    3;   5.5;  87.0;eor
      15207;2013110608;    3;   6.5;  82.0;eor
      15207;2013110609;    3;   6.7;  83.0;eor
      15207;2013110610;    3;   7.9;  78.0;eor
      15207;2013110611;    3;   7.8;  82.0;eor
      15207;2013110612;    3;   7.8;  85.0;eor
      15207;2013110613;    3;   7.7;  86.0;eor
      15207;2013110614;    3;   8.3;  84.0;eor
      15207;2013110615;    3;   8.3;  83.0;eor
      15207;2013110616;    3;   7.8;  88.0;eor
      15207;2013110617;    3;   7.4;  93.0;eor
      15207;2013110618;    3;   7.3;  97.0;eor
      15207;2013110619;    3;   7.6; 100.0;eor
      15207;2013110620;    3;   7.8; 100.0;eor
      15207;2013110621;    3;   8.0;  98.0;eor
      15207;2013110622;    3;   9.1;  97.0;eor
      15207;2013110623;    3;  10.4;  92.0;eor
      15207;2013110700;    3;  11.5;  90.0;eor
      15207;2013110701;    3;  12.4;  86.0;eor
      15207;2013110702;    3;  12.1;  88.0;eor
      15207;2013110703;    3;  12.1;  89.0;eor
      15207;2013110704;    3;  12.5;  88.0;eor
      15207;2013110705;    3;  13.0;  84.0;eor
      15207;2013110706;    3;  12.9;  84.0;eor
      15207;2013110707;    3;  12.9;  85.0;eor
      15207;2013110708;    3;  13.0;  85.0;eor
      15207;2013110709;    3;  13.3;  84.0;eor
      15207;2013110710;    3;  13.4;  85.0;eor
      15207;2013110711;    3;  14.1;  82.0;eor
      15207;2013110712;    3;  14.0;  83.0;eor
      15207;2013110713;    3;  13.8;  85.0;eor
      15207;2013110714;    3;  13.2;  89.0;eor
      15207;2013110715;    3;  13.4;  87.0;eor
      15207;2013110716;    3;  10.6;  95.0;eor
      15207;2013110717;    3;  10.4;  96.0;eor
      15207;2013110718;    3;  10.3;  97.0;eor
      15207;2013110719;    3;  10.2;  98.0;eor
      15207;2013110720;    3;  10.1;  98.0;eor
      15207;2013110721;    3;  10.3;  98.0;eor
      15207;2013110722;    3;  10.2;  98.0;eor
      15207;2013110723;    3;  10.3;  94.0;eor
      15207;2013110800;    3;  10.1;  97.0;eor
      15207;2013110801;    3;   9.9;  97.0;eor
      15207;2013110802;    3;   9.8;  97.0;eor
      15207;2013110803;    3;   9.5;  90.0;eor
      15207;2013110804;    3;   8.8;  92.0;eor
      15207;2013110805;    3;   8.5;  96.0;eor
      15207;2013110806;    3;   8.3;  97.0;eor
      15207;2013110807;    3;   8.1;  97.0;eor
      15207;2013110808;    3;   8.3;  97.0;eor
      15207;2013110809;    3;   9.1;  92.0;eor
      15207;2013110810;    3;   9.9;  91.0;eor
      15207;2013110811;    3;  10.1;  87.0;eor
      15207;2013110812;    3;  10.7;  86.0;eor
      15207;2013110813;    3;  10.5;  88.0;eor
      15207;2013110814;    3;  10.3;  87.0;eor
      15207;2013110815;    3;  10.2;  86.0;eor
      15207;2013110816;    3;   9.8;  87.0;eor
      15207;2013110817;    3;   9.4;  93.0;eor
      15207;2013110818;    3;   9.0;  95.0;eor
      15207;2013110819;    3;   9.4;  93.0;eor
      15207;2013110820;    3;   9.4;  95.0;eor
      15207;2013110821;    3;   9.2;  98.0;eor
      15207;2013110822;    3;   9.0;  98.0;eor
      15207;2013110823;    3;   9.5;  92.0;eor
      15207;2013110900;    3;   9.6;  95.0;eor
      15207;2013110901;    3;  10.4;  88.0;eor
      15207;2013110902;    3;   9.9;  84.0;eor
      15207;2013110903;    3;   9.6;  80.0;eor
      15207;2013110904;    3;   9.0;  80.0;eor
      15207;2013110905;    3;   8.6;  75.0;eor
      15207;2013110906;    3;   8.0;  69.0;eor
      15207;2013110907;    3;   7.8;  71.0;eor
      15207;2013110908;    3;   7.6;  71.0;eor
      15207;2013110909;    3;   7.7;  72.0;eor
      15207;2013110910;    3;   8.2;  67.0;eor
      15207;2013110911;    3;   8.8;  64.0;eor
      15207;2013110912;    3;   8.6;  61.0;eor
      15207;2013110913;    3;   8.0;  67.0;eor
      15207;2013110914;    3;   8.4;  69.0;eor
      15207;2013110915;    3;   7.8;  70.0;eor
      15207;2013110916;    3;   7.7;  69.0;eor
      15207;2013110917;    3;   7.2;  69.0;eor
      15207;2013110918;    3;   6.7;  70.0;eor
      15207;2013110919;    3;   6.3;  77.0;eor
      15207;2013110920;    3;   6.1;  79.0;eor
      15207;2013110921;    3;   5.9;  80.0;eor
      15207;2013110922;    3;   6.1;  82.0;eor
      15207;2013110923;    3;   6.5;  82.0;eor
      15207;2013111000;    3;   6.3;  85.0;eor
      15207;2013111001;    3;   6.0;  90.0;eor
      15207;2013111002;    3;   6.3;  88.0;eor
      15207;2013111003;    3;   6.2;  91.0;eor
      15207;2013111004;    3;   5.3;  89.0;eor
      15207;2013111005;    3;   5.3;  90.0;eor
      15207;2013111006;    3;   4.6;  91.0;eor
      15207;2013111007;    3;   3.8;  93.0;eor
      15207;2013111008;    3;   4.2;  91.0;eor
      15207;2013111009;    3;   5.1;  87.0;eor
      15207;2013111010;    3;   5.4;  84.0;eor
      15207;2013111011;    3;   5.6;  86.0;eor
      15207;2013111012;    3;   5.4;  85.0;eor
      15207;2013111013;    3;   4.9;  86.0;eor
      15207;2013111014;    3;   5.1;  86.0;eor
      15207;2013111015;    3;   4.8;  86.0;eor
      15207;2013111016;    3;   4.4;  87.0;eor
      15207;2013111017;    3;   4.7;  88.0;eor
      15207;2013111018;    3;   4.4;  88.0;eor
      15207;2013111019;    3;   4.0;  89.0;eor
      15207;2013111020;    3;   3.4;  89.0;eor
      15207;2013111021;    3;   3.6;  89.0;eor
      15207;2013111022;    3;   4.2;  90.0;eor
      15207;2013111023;    3;   4.8;  91.0;eor
      15207;2013111100;    3;   4.9;  91.0;eor
      15207;2013111101;    3;   4.8;  91.0;eor
      15207;2013111102;    3;   4.9;  89.0;eor
      15207;2013111103;    3;   4.7;  91.0;eor
      15207;2013111104;    3;   4.3;  91.0;eor
      15207;2013111105;    3;   3.6;  90.0;eor
      15207;2013111106;    3;   3.0;  92.0;eor
      15207;2013111107;    3;   2.8;  94.0;eor
      15207;2013111108;    3;   3.5;  91.0;eor
      15207;2013111109;    3;   4.0;  87.0;eor
      15207;2013111110;    3;   6.2;  78.0;eor
      15207;2013111111;    3;   7.6;  71.0;eor
      15207;2013111112;    3;   7.3;  74.0;eor
      15207;2013111113;    3;   7.8;  59.0;eor
      15207;2013111114;    3;   7.7;  66.0;eor
      15207;2013111115;    3;   7.4;  66.0;eor
      15207;2013111116;    3;   5.7;  74.0;eor
      15207;2013111117;    3;   4.6;  80.0;eor
      15207;2013111118;    3;   4.3;  80.0;eor
      15207;2013111119;    3;   3.5;  83.0;eor
      15207;2013111120;    3;   4.3;  80.0;eor
      15207;2013111121;    3;   2.6;  85.0;eor
      15207;2013111122;    3;   2.7;  86.0;eor
      15207;2013111123;    3;   3.1;  84.0;eor
      15207;2013111200;    3;   1.9;  85.0;eor
      15207;2013111201;    3;   1.9;  88.0;eor
      15207;2013111202;    3;   2.0;  87.0;eor
      15207;2013111203;    3;   2.3;  82.0;eor
      15207;2013111204;    3;   3.5;  79.0;eor
      15207;2013111205;    3;   3.0;  81.0;eor
      15207;2013111206;    3;   2.9;  79.0;eor
      15207;2013111207;    3;   2.3;  79.0;eor
      15207;2013111208;    3;   4.3;  73.0;eor
      15207;2013111209;    3;   5.3;  69.0;eor
      15207;2013111210;    3;   6.0;  68.0;eor
      15207;2013111211;    3;   5.4;  71.0;eor
      15207;2013111212;    3;   6.0;  67.0;eor
      15207;2013111213;    3;   5.8;  66.0;eor
      15207;2013111214;    3;   5.9;  68.0;eor
      15207;2013111215;    3;   6.1;  69.0;eor
      15207;2013111216;    3;   5.9;  71.0;eor
      15207;2013111217;    3;   4.9;  80.0;eor
      15207;2013111218;    3;   5.1;  79.0;eor
      15207;2013111219;    3;   5.2;  79.0;eor
      15207;2013111220;    3;   5.3;  80.0;eor
      15207;2013111221;    3;   5.2;  82.0;eor
      15207;2013111222;    3;   4.7;  93.0;eor
      15207;2013111223;    3;   4.8;  96.0;eor
      15207;2013111300;    3;   5.2;  97.0;eor
      15207;2013111301;    3;   5.7;  96.0;eor
      15207;2013111302;    3;   6.0;  95.0;eor
      15207;2013111303;    3;   6.0;  97.0;eor
      15207;2013111304;    3;   6.2;  94.0;eor
      15207;2013111305;    3;   6.2;  89.0;eor
      15207;2013111306;    3;   5.9;  91.0;eor
      15207;2013111307;    3;   5.1;  94.0;eor
      15207;2013111308;    3;   5.7;  92.0;eor
      15207;2013111309;    3;   6.5;  87.0;eor
      15207;2013111310;    3;   6.5;  86.0;eor
      15207;2013111311;    3;   6.7;  83.0;eor
      15207;2013111312;    3;   7.3;  77.0;eor
      15207;2013111313;    3;   7.4;  78.0;eor
      15207;2013111314;    3;   7.0;  75.0;eor
      15207;2013111315;    3;   6.1;  82.0;eor
      15207;2013111316;    3;   4.0;  91.0;eor
      15207;2013111317;    3;   2.7;  93.0;eor
      15207;2013111318;    3;   2.4;  94.0;eor
      15207;2013111319;    3;   2.4;  94.0;eor
      15207;2013111320;    3;   0.9;  95.0;eor
      15207;2013111321;    3;   1.4;  96.0;eor
      15207;2013111322;    3;   1.6;  96.0;eor
      15207;2013111323;    3;   0.1;  96.0;eor
      15207;2013111400;    3;   0.4;  98.0;eor
      15207;2013111401;    3;   0.1;  97.0;eor
      15207;2013111402;    3;  -0.8;  96.0;eor
      15207;2013111403;    3;  -0.1;  98.0;eor
      15207;2013111404;    3;  -1.7;  98.0;eor
      15207;2013111405;    3;  -2.1;  99.0;eor
      15207;2013111406;    3;  -2.1;  99.0;eor
      15207;2013111407;    3;   0.1;  99.0;eor
      15207;2013111408;    3;  -0.1;  99.0;eor
      15207;2013111409;    3;  -0.2;  99.0;eor
      15207;2013111410;    3;   0.2;  99.0;eor
      15207;2013111411;    3;   1.1;  99.0;eor
      15207;2013111412;    3;   1.9;  99.0;eor
      15207;2013111413;    3;   1.8;  99.0;eor
      15207;2013111414;    3;   2.2;  96.0;eor
      15207;2013111415;    3;   2.2;  94.0;eor
      15207;2013111416;    3;   2.5;  93.0;eor
      15207;2013111417;    3;   2.3;  92.0;eor
      15207;2013111418;    3;   2.2;  92.0;eor
      15207;2013111419;    3;   2.2;  93.0;eor
      15207;2013111420;    3;   2.3;  93.0;eor
      15207;2013111421;    3;   2.4;  94.0;eor
      15207;2013111422;    3;   2.3;  94.0;eor
      15207;2013111423;    3;   2.5;  94.0;eor
      15207;2013111500;    3;   2.9;  93.0;eor
      15207;2013111501;    3;   2.6;  95.0;eor
      15207;2013111502;    3;   2.7;  95.0;eor
      15207;2013111503;    3;   3.4;  91.0;eor
      15207;2013111504;    3;   2.5;  95.0;eor
      15207;2013111505;    3;   2.4;  96.0;eor
      15207;2013111506;    3;   2.4;  96.0;eor
      15207;2013111507;    3;   3.2;  88.0;eor
      15207;2013111508;    3;   3.4;  83.0;eor
      15207;2013111509;    3;   4.0;  77.0;eor
      15207;2013111510;    3;   4.9;  77.0;eor
      15207;2013111511;    3;   5.2;  69.0;eor
      15207;2013111512;    3;   6.5;  68.0;eor
      15207;2013111513;    3;   5.7;  61.0;eor
      15207;2013111514;    3;   5.7;  65.0;eor
      15207;2013111515;    3;   5.0;  66.0;eor
      15207;2013111516;    3;   3.4;  77.0;eor
      15207;2013111517;    3;   1.6;  88.0;eor
      15207;2013111518;    3;   0.6;  90.0;eor
      15207;2013111519;    3;   1.0;  90.0;eor
      15207;2013111520;    3;  -0.5;  92.0;eor
      15207;2013111521;    3;  -0.5;  95.0;eor
      15207;2013111522;    3;   0.6;  96.0;eor
      15207;2013111523;    3;   0.6;  96.0;eor
      15207;2013111600;    3;   0.5;  96.0;eor
      15207;2013111601;    3;   0.2;  97.0;eor
      15207;2013111602;    3;  -0.3;  98.0;eor
      15207;2013111603;    3;  -0.5;  99.0;eor
      15207;2013111604;    3;  -0.7;  99.0;eor
      15207;2013111605;    3;  -0.9;  99.0;eor
      15207;2013111606;    3;  -0.9;  99.0;eor
      15207;2013111607;    3;  -0.9;  99.0;eor
      15207;2013111608;    3;  -0.8;  99.0;eor
      15207;2013111609;    3;  -0.6;  99.0;eor
      15207;2013111610;    3;  -0.5;  99.0;eor
      15207;2013111611;    3;  -0.1;  99.0;eor
      15207;2013111612;    3;   0.3;  99.0;eor
      15207;2013111613;    3;   0.8;  99.0;eor
      15207;2013111614;    3;   1.1;  96.0;eor
      15207;2013111615;    3;   1.1;  96.0;eor
      15207;2013111616;    3;   0.9;  98.0;eor
      15207;2013111617;    3;   0.5; 100.0;eor
      15207;2013111618;    3;   0.2;  98.0;eor
      15207;2013111619;    3;  -0.7;  97.0;eor
      15207;2013111620;    3;  -0.7;  98.0;eor
      15207;2013111621;    3;  -0.3;  98.0;eor
      15207;2013111622;    3;  -0.9;  98.0;eor
      15207;2013111623;    3;  -1.5;  97.0;eor
      15207;2013111700;    3;  -1.6;  98.0;eor
      15207;2013111701;    3;  -1.7;  98.0;eor
      15207;2013111702;    3;  -1.6;  99.0;eor
      15207;2013111703;    3;  -0.7;  99.0;eor
      15207;2013111704;    3;  -0.5;  99.0;eor
      15207;2013111705;    3;  -0.3;  99.0;eor
      15207;2013111706;    3;  -0.3;  99.0;eor
      15207;2013111707;    3;   0.2;  99.0;eor
      15207;2013111708;    3;   2.2;  99.0;eor
      15207;2013111709;    3;   0.9;  99.0;eor
      15207;2013111710;    3;   1.8;  99.0;eor
      15207;2013111711;    3;   3.1;  94.0;eor
      15207;2013111712;    3;   6.1;  82.0;eor
      15207;2013111713;    3;   5.6;  82.0;eor
      15207;2013111714;    3;   5.5;  82.0;eor
      15207;2013111715;    3;   5.3;  83.0;eor
      15207;2013111716;    3;   4.5;  89.0;eor
      15207;2013111717;    3;   4.3;  89.0;eor
      15207;2013111718;    3;   4.2;  88.0;eor
      15207;2013111719;    3;   4.6;  85.0;eor
      15207;2013111720;    3;   4.0;  89.0;eor
      15207;2013111721;    3;   4.2;  86.0;eor
      15207;2013111722;    3;   4.0;  86.0;eor
      15207;2013111723;    3;   3.5;  90.0;eor
      15207;2013111800;    3;   3.6;  89.0;eor
      15207;2013111801;    3;   3.5;  91.0;eor
      15207;2013111802;    3;   3.4;  91.0;eor
      15207;2013111803;    3;   3.4;  92.0;eor
      15207;2013111804;    3;   3.3;  92.0;eor
      15207;2013111805;    3;   3.2;  94.0;eor
      15207;2013111806;    3;   3.2;  95.0;eor
      15207;2013111807;    3;   3.2;  96.0;eor
      15207;2013111808;    3;   3.2;  96.0;eor
      15207;2013111809;    3;   3.3;  97.0;eor
      15207;2013111810;    3;   3.7;  93.0;eor
      15207;2013111811;    3;   3.9;  94.0;eor
      15207;2013111812;    3;   4.0;  88.0;eor
      15207;2013111813;    3;   4.0;  86.0;eor
      15207;2013111814;    3;   3.9;  86.0;eor
      15207;2013111815;    3;   3.9;  85.0;eor
      15207;2013111816;    3;   3.8;  89.0;eor
      15207;2013111817;    3;   3.7;  91.0;eor
      15207;2013111818;    3;   3.9;  88.0;eor
      15207;2013111819;    3;   4.1;  87.0;eor
      15207;2013111820;    3;   4.1;  87.0;eor
      15207;2013111821;    3;   3.9;  83.0;eor
      15207;2013111822;    3;   3.9;  79.0;eor
      15207;2013111823;    3;   3.8;  77.0;eor
      15207;2013111900;    3;   3.5;  77.0;eor
      15207;2013111901;    3;   3.2;  78.0;eor
      15207;2013111902;    3;   3.1;  80.0;eor
      15207;2013111903;    3;   3.0;  81.0;eor
      15207;2013111904;    3;   3.1;  82.0;eor
      15207;2013111905;    3;   2.9;  84.0;eor
      15207;2013111906;    3;   2.9;  85.0;eor
      15207;2013111907;    3;   2.8;  87.0;eor
      15207;2013111908;    3;   3.4;  85.0;eor
      15207;2013111909;    3;   3.6;  90.0;eor
      15207;2013111910;    3;   3.6;  92.0;eor
      15207;2013111911;    3;   4.2;  90.0;eor
      15207;2013111912;    3;   4.6;  87.0;eor
      15207;2013111913;    3;   4.7;  87.0;eor
      15207;2013111914;    3;   4.6;  85.0;eor
      15207;2013111915;    3;   4.5;  83.0;eor
      15207;2013111916;    3;   4.2;  85.0;eor
      15207;2013111917;    3;   4.2;  84.0;eor
      15207;2013111918;    3;   3.9;  89.0;eor
      15207;2013111919;    3;   4.1;  87.0;eor
      15207;2013111920;    3;   4.0;  89.0;eor
      15207;2013111921;    3;   3.8;  92.0;eor
      15207;2013111922;    3;   3.8;  94.0;eor
      15207;2013111923;    3;   4.1;  93.0;eor
      15207;2013112000;    3;   4.2;  90.0;eor
      15207;2013112001;    3;   4.2;  89.0;eor
      15207;2013112002;    3;   4.4;  91.0;eor
      15207;2013112003;    3;   4.6;  91.0;eor
      15207;2013112004;    3;   4.6;  90.0;eor
      15207;2013112005;    3;   4.2;  91.0;eor
      15207;2013112006;    3;   3.8;  91.0;eor
      15207;2013112007;    3;   3.3;  92.0;eor
      15207;2013112008;    3;   2.9;  92.0;eor
      15207;2013112009;    3;   2.8;  91.0;eor
      15207;2013112010;    3;   2.8;  89.0;eor
      15207;2013112011;    3;   3.1;  87.0;eor
      15207;2013112012;    3;   3.1;  84.0;eor
      15207;2013112013;    3;   2.9;  84.0;eor
      15207;2013112014;    3;   3.2;  84.0;eor
      15207;2013112015;    3;   3.1;  85.0;eor
      15207;2013112016;    3;   1.4;  92.0;eor
      15207;2013112017;    3;   0.5;  94.0;eor
      15207;2013112018;    3;  -0.2;  95.0;eor
      15207;2013112019;    3;   0.7;  96.0;eor
      15207;2013112020;    3;   0.5;  94.0;eor
      15207;2013112021;    3;   0.0;  94.0;eor
      15207;2013112022;    3;  -0.7;  96.0;eor
      15207;2013112023;    3;   0.1;  93.0;eor
      15207;2013112100;    3;   0.3;  94.0;eor
      15207;2013112101;    3;   0.5;  94.0;eor
      15207;2013112102;    3;   0.3;  95.0;eor
      15207;2013112103;    3;  -0.7;  96.0;eor
      15207;2013112104;    3;  -0.7;  96.0;eor
      15207;2013112105;    3;   0.1;  95.0;eor
      15207;2013112106;    3;   0.8;  93.0;eor
      15207;2013112107;    3;   1.6;  88.0;eor
      15207;2013112108;    3;   1.3;  88.0;eor
      15207;2013112109;    3;   1.5;  88.0;eor
      15207;2013112110;    3;   2.2;  85.0;eor
      15207;2013112111;    3;   1.6;  86.0;eor
      15207;2013112112;    3;   1.2;  90.0;eor
      15207;2013112113;    3;   1.0;  93.0;eor
      15207;2013112114;    3;   0.9;  92.0;eor
      15207;2013112115;    3;   1.0;  92.0;eor
      15207;2013112116;    3;   0.9;  92.0;eor
      15207;2013112117;    3;   0.8;  93.0;eor
      15207;2013112118;    3;   0.8;  92.0;eor
      15207;2013112119;    3;   0.8;  91.0;eor
      15207;2013112120;    3;   0.8;  93.0;eor
      15207;2013112121;    3;   0.9;  92.0;eor
      15207;2013112122;    3;   0.9;  92.0;eor
      15207;2013112123;    3;   0.9;  93.0;eor
      15207;2013112200;    3;   0.9;  94.0;eor
      15207;2013112201;    3;   0.9;  94.0;eor
      15207;2013112202;    3;   0.9;  94.0;eor
      15207;2013112203;    3;   1.0;  94.0;eor
      15207;2013112204;    3;   1.0;  94.0;eor
      15207;2013112205;    3;   1.0;  94.0;eor
      15207;2013112206;    3;   1.2;  94.0;eor
      15207;2013112207;    3;   1.1;  95.0;eor
      15207;2013112208;    3;   1.2;  94.0;eor
      15207;2013112209;    3;   1.1;  94.0;eor
      15207;2013112210;    3;   1.5;  93.0;eor
      15207;2013112211;    3;   1.6;  94.0;eor
      15207;2013112212;    3;   1.8;  94.0;eor
      15207;2013112213;    3;   1.9;  93.0;eor
      15207;2013112214;    3;   1.9;  94.0;eor
      15207;2013112215;    3;   1.7;  94.0;eor
      15207;2013112216;    3;   1.8;  95.0;eor
      15207;2013112217;    3;   2.0;  94.0;eor
      15207;2013112218;    3;   2.2;  94.0;eor
      15207;2013112219;    3;   2.3;  95.0;eor
      15207;2013112220;    3;   2.4;  95.0;eor
      15207;2013112221;    3;   2.6;  94.0;eor
      15207;2013112222;    3;   2.6;  94.0;eor
      15207;2013112223;    3;   2.9;  94.0;eor
      15207;2013112300;    3;   2.9;  95.0;eor
      15207;2013112301;    3;   3.1;  94.0;eor
      15207;2013112302;    3;   3.1;  95.0;eor
      15207;2013112303;    3;   3.1;  96.0;eor
      15207;2013112304;    3;   3.1;  96.0;eor
      15207;2013112305;    3;   3.2;  97.0;eor
      15207;2013112306;    3;   3.3;  97.0;eor
      15207;2013112307;    3;   3.4;  96.0;eor
      15207;2013112308;    3;   3.7;  94.0;eor
      15207;2013112309;    3;   4.3;  91.0;eor
      15207;2013112310;    3;   4.2;  94.0;eor
      15207;2013112311;    3;   4.3;  95.0;eor
      15207;2013112312;    3;   4.5;  95.0;eor
      15207;2013112313;    3;   4.6;  96.0;eor
      15207;2013112314;    3;   4.7;  97.0;eor
      15207;2013112315;    3;   4.8;  96.0;eor
      15207;2013112316;    3;   4.8;  97.0;eor
      15207;2013112317;    3;   4.8;  97.0;eor
      15207;2013112318;    3;   4.8;  96.0;eor
      15207;2013112319;    3;   4.7;  95.0;eor
      15207;2013112320;    3;   4.7;  95.0;eor
      15207;2013112321;    3;   4.6;  93.0;eor
      15207;2013112322;    3;   4.5;  93.0;eor
      15207;2013112323;    3;   4.2;  91.0;eor
      15207;2013112400;    3;   4.2;  91.0;eor
      15207;2013112401;    3;   4.0;  89.0;eor
      15207;2013112402;    3;   3.9;  89.0;eor
